,index,sub_ind,PID,date,stimset_rows,total_trials,nplanned_trialIDs,npresented_trialIDs,planned_trialIDs_all,presented_trialIDs_all,chargeSpeeds,chargeSpeeds_sorted,agent1Colors,responses,agents_type,strategy,feedback
64,80,24080,58a4fafd66e4640001c53199,5,37,38,7,6,"['0e704828-9ccd-480e-8056-3a2a8158df0f', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '86e934a2-75ef-4084-a167-ce0ca737532d', '40860eea-1c44-4896-96b1-ee2d42a6c522', '8845e64c-078b-4a3a-a732-1efe937de14a', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a']","['5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '86e934a2-75ef-4084-a167-ce0ca737532d', '40860eea-1c44-4896-96b1-ee2d42a6c522', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '8845e64c-078b-4a3a-a732-1efe937de14a', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a']","[4.0, 5.25, 6.5, 2.75, 7.75, 9.0]","[2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'grey', 'grey', 'black']","['Seems like they may be fighting or running at each other', 'Again, seems that they are running at each other and maybe fighting', 'Perhaps playing a game, but most likely running at each other or fighting', 'Perhaps playing a game', 'Perhaps playing a game, but seems they are running at each other', 'Perhaps playing a game']", , , 
65,81,24081,65c0eaa6d396af7b640435b6,5,1,50,7,7,"['50919f52-6a9c-4824-b24f-2f1aebd58e1b', '8fa1d226-bf98-4c72-8961-7121546d4a11', '114b2369-dce5-4979-8319-c64c85175e6a', '46786fd0-ca59-4ffa-a772-fe489fdbd94c', 'e3160d16-fe5e-4987-918b-0921ab937804', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '2abe0875-f8ff-4373-aad8-bca142211a09']","['46786fd0-ca59-4ffa-a772-fe489fdbd94c', '8fa1d226-bf98-4c72-8961-7121546d4a11', '114b2369-dce5-4979-8319-c64c85175e6a', '2abe0875-f8ff-4373-aad8-bca142211a09', '50919f52-6a9c-4824-b24f-2f1aebd58e1b', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', 'e3160d16-fe5e-4987-918b-0921ab937804']","[5.25, 2.75, 4.0, 9.0, 1.5, 7.75, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'black', 'black', 'black']","['coming together for a short time and then away from each other', 'going around in a circle touching for a short time', 'going in the opposite direction to each other  ', 'seem to be playing tag', 'moving much slower around', 'attacking each other', 'playing football']",children,no ,was slightly confusing  
66,82,24082,65b90601e546638a0344b61f,5,93,50,7,7,"['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '0bad25fa-4a38-4561-9d35-56f1108797cd', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '7d40f846-95bc-4c08-b7a1-b4a410852b77']","['8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b', '7d40f846-95bc-4c08-b7a1-b4a410852b77', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '0bad25fa-4a38-4561-9d35-56f1108797cd']","[7.75, 1.5, 5.25, 9.0, 6.5, 4.0, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'black', 'black', 'grey', 'black']","['Hitting one another occasionally ', 'Slowly moving and touching one another', 'Hitting ', 'Moving around and forcefully hitting', 'Slowly moving around and touching', 'Moving around and slowly going towards each other ', 'Chasing ']",children,Seeing if the dots would touch each other,No
67,84,24084,6287a8c4a6303ff156cd0853,5,47,50,7,7,"['38ad4b16-44e2-4e52-8d02-b23eca73a48d', '8dc79a0d-b826-4ac2-8483-04346b06960d', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '5f5a825b-b433-4986-b5d6-5239eb407d32', '8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '7f445daf-d952-4bf3-b733-def683994895', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","['8dc79a0d-b826-4ac2-8483-04346b06960d', '8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '5f5a825b-b433-4986-b5d6-5239eb407d32', '38ad4b16-44e2-4e52-8d02-b23eca73a48d', '7f445daf-d952-4bf3-b733-def683994895', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","[2.75, 6.5, 5.25, 1.5, 7.75, 4.0, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'grey', 'grey']","['playing tag', 'chasing each other', 'fighting', 'playing a game', 'fighting', 'hide and seek', 'running into each other']",children,"No, just guessed",No
68,85,24085,62dc07a7fbbd3d089b7135af,5,32,50,7,7,"['1f6c6525-a740-48c2-8dfc-9c4fb520c630', '46c1720a-0af5-44e9-b008-09b89ef78bd9', '1f7aa6f4-6516-4b90-8eeb-142b1437644b', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '981d9d90-47c5-4443-a939-26060914c7e4', 'f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe']","['46c1720a-0af5-44e9-b008-09b89ef78bd9', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '1f7aa6f4-6516-4b90-8eeb-142b1437644b', 'f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368', '981d9d90-47c5-4443-a939-26060914c7e4', '1f6c6525-a740-48c2-8dfc-9c4fb520c630']","[2.75, 6.5, 4.0, 9.0, 5.25, 7.75, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'grey', 'black', 'black', 'black']","['playing catch', 'red rover', 'hide and seek', 'scavenger hunt', 'tag', 'role playing game', 'catch with a ball']",children,I tried to envision myself either watching or being the children in those circumstances.,Very interesting. I'd love to know what they were actually doing!
69,86,24086,5f1b3f92f904e61566bc6993,5,69,50,7,7,"['15dfbaca-4429-4c18-90f4-8d4804129e6f', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '114b2369-dce5-4979-8319-c64c85175e6a', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '6a57f963-5846-4eaa-a5d2-0e658499a4a9']","['453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '15dfbaca-4429-4c18-90f4-8d4804129e6f', '6a57f963-5846-4eaa-a5d2-0e658499a4a9', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', '114b2369-dce5-4979-8319-c64c85175e6a']","[7.75, 5.25, 2.75, 1.5, 9.0, 6.5, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'black', 'grey', 'black', 'grey']","['Bumping', 'Playing', 'Running', 'Playing', 'Chasing', 'Running', 'Games']",children,"No, I just considered what the dots represented",Some of the dots seemed the same patterns
70,87,24087,65a3084c059d06809815fc08,5,39,50,7,7,"['d3cc8306-21ab-4f88-ae4f-3970e4cd53ea', '32110051-52cf-4952-a6e5-4c5fe75760b7', '68382d9c-6cc5-4669-84bf-c8058e3c1472', '5f5a825b-b433-4986-b5d6-5239eb407d32', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '905c9d73-dba9-472d-a6e4-ea3dcd3b3530', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8']","['d3cc8306-21ab-4f88-ae4f-3970e4cd53ea', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8', '32110051-52cf-4952-a6e5-4c5fe75760b7', '68382d9c-6cc5-4669-84bf-c8058e3c1472', '5f5a825b-b433-4986-b5d6-5239eb407d32', '905c9d73-dba9-472d-a6e4-ea3dcd3b3530']","[1.5, 6.5, 9.0, 2.75, 4.0, 5.25, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'black', 'grey', 'grey']","['running', 'sprinting', 'touching', 'walking and touching', 'running towards each other', 'playing tag', 'playing a game']",children,nil,nil
71,89,24089,63dc7c4191d5e30193f1db36,5,34,50,7,7,"['38ad4b16-44e2-4e52-8d02-b23eca73a48d', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4', '83dec58f-0765-4ddc-b785-670d8025c467', '35ae5b09-f580-4922-91bd-f22c23175a47', '14c0e4c6-94d9-41ec-b44a-5f6c8678230e', '2d84acc9-9c9b-441c-9a1a-c901bc48b88f', '91327185-f59e-4ae7-a000-fd66526bab82']","['91327185-f59e-4ae7-a000-fd66526bab82', '35ae5b09-f580-4922-91bd-f22c23175a47', '38ad4b16-44e2-4e52-8d02-b23eca73a48d', '2d84acc9-9c9b-441c-9a1a-c901bc48b88f', '14c0e4c6-94d9-41ec-b44a-5f6c8678230e', '83dec58f-0765-4ddc-b785-670d8025c467', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4']","[9.0, 5.25, 1.5, 7.75, 6.5, 4.0, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'black', 'grey']","['fighting', 'playing', 'dancing', 'playing', 'racing', 'playing soccer', 'playing hide and seek']",children,I tried to envision the activity,None
72,91,24091,5f4ee7ff2c5da213f015a27e,5,25,50,7,7,"['e838dadb-c02f-4273-ae93-210720dcd06c', '42a6675b-868f-488d-a671-17a04c97ab01', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '1827c058-6388-491a-b84c-d4d6c512039e', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', 'abb20336-74c4-448b-a5f7-252c765a55f4']","['1827c058-6388-491a-b84c-d4d6c512039e', 'e838dadb-c02f-4273-ae93-210720dcd06c', 'abb20336-74c4-448b-a5f7-252c765a55f4', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '42a6675b-868f-488d-a671-17a04c97ab01', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec']","[6.5, 1.5, 9.0, 5.25, 2.75, 4.0, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'grey', 'black', 'black', 'black']","['playing tag', 'playing red rover', 'kickball', 'running', 'chasing a dragonfly', 'playing catch', 'playing tag']",children,tried to imagine the screen was a playground to help me make guesses,no
73,94,24094,5fb025d26f5aaa39152578fa,5,98,50,7,7,"['8ed7c0fc-1490-4e35-a000-7f7357a0772a', 'c49bbdbd-6e52-4da5-887c-72db9cec7d93', '50781782-fbf2-4226-a593-5173be906638', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '7f445daf-d952-4bf3-b733-def683994895', 'abb20336-74c4-448b-a5f7-252c765a55f4']","['c49bbdbd-6e52-4da5-887c-72db9cec7d93', '7f445daf-d952-4bf3-b733-def683994895', '8ed7c0fc-1490-4e35-a000-7f7357a0772a', 'abb20336-74c4-448b-a5f7-252c765a55f4', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', '50781782-fbf2-4226-a593-5173be906638']","[2.75, 7.75, 1.5, 9.0, 6.5, 5.25, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'black', 'black']","['playing', 'playing', 'running toward each other', 'running around', 'playing frisbee', 'playing', 'running into each other']",children,No.,no
74,95,24095,651c87603dfec9f96c475d93,5,64,50,7,7,"['9d425f58-501f-43f3-955e-05126bd09bb5', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', '40860eea-1c44-4896-96b1-ee2d42a6c522', '534a6ddb-dbec-42ac-b559-3f4cbdd66423', '8649b489-429a-4894-9c74-827e94f04566']","['40860eea-1c44-4896-96b1-ee2d42a6c522', '8649b489-429a-4894-9c74-827e94f04566', '9d425f58-501f-43f3-955e-05126bd09bb5', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '534a6ddb-dbec-42ac-b559-3f4cbdd66423', '5dd4bcf1-ee00-4ee7-8a76-483bdc62202c', '2d3d47a2-03c8-4642-84ec-a8f67c64868c']","[6.5, 9.0, 1.5, 2.75, 7.75, 4.0, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'black', 'black', 'grey', 'black']","['playing tag', 'playing football', 'just running around', 'just playing', 'playing football', 'they were chasing each other', 'they were running round']",children,no none,none
75,96,24096,611bce5ac6e92b749dc5e450,5,33,50,7,7,"['9d425f58-501f-43f3-955e-05126bd09bb5', 'c496efe1-6c3e-480d-856f-af132dbe7048', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b', '8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '9f7e489f-4076-4332-b57e-13a42d4c75fd']","['9d425f58-501f-43f3-955e-05126bd09bb5', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '9f7e489f-4076-4332-b57e-13a42d4c75fd', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', 'c496efe1-6c3e-480d-856f-af132dbe7048', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b']","[1.5, 4.0, 6.5, 9.0, 7.75, 2.75, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'black', 'grey', 'black', 'grey']","['Interacting or bumping into each other', 'Purposely running into each other ', 'They were both bumping into each other, but one seems more aggressive than the other', 'Running into each other, but it was as if they planned when to', ""Looks like dueling, watching each other's moves"", 'Wanting to interactive with each other, and does, but hesitantly', 'Politely taking turns initiating the interaction ']",children,I don't think I did. I just observed and wrote what I thought I saw.,NA
76,97,24097,62ec6448b97885449097b71f,5,84,50,7,7,"['b3a507ff-2289-4ad3-8922-1a3d0532e154', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4', '1f7aa6f4-6516-4b90-8eeb-142b1437644b', '35ae5b09-f580-4922-91bd-f22c23175a47', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79', '981d9d90-47c5-4443-a939-26060914c7e4', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56']","['b3a507ff-2289-4ad3-8922-1a3d0532e154', '981d9d90-47c5-4443-a939-26060914c7e4', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79', '35ae5b09-f580-4922-91bd-f22c23175a47', '1f7aa6f4-6516-4b90-8eeb-142b1437644b']","[1.5, 7.75, 9.0, 2.75, 6.5, 5.25, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'grey', 'black', 'black']","['tag', 'football', 'wrestling', 'playing tag', 'running towards eachother', 'colliding with each other', 'chasing the other']",children,I tried to think of any games that would result in that movement.,Na
77,98,24098,65ca248f963f1f0d4d74e7b5,5,41,50,7,7,"['1b1159fc-de2b-4ae5-a736-d98d8524a366', '59df47e5-696a-407f-aa33-94dab9b3e492', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368', '13e24563-ab7e-41df-adf6-e8e88b4d9e08', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '7d40f846-95bc-4c08-b7a1-b4a410852b77']","['1b1159fc-de2b-4ae5-a736-d98d8524a366', '04b8ff17-66ff-4d6b-a0aa-a91efebb4368', '13e24563-ab7e-41df-adf6-e8e88b4d9e08', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '7d40f846-95bc-4c08-b7a1-b4a410852b77', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', '59df47e5-696a-407f-aa33-94dab9b3e492']","[1.5, 5.25, 6.5, 7.75, 9.0, 4.0, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'grey', 'grey']","['Playing tag', 'Fighting', 'Running to and from eachother', 'Swinging towards each other', 'Using the same playground equipment', 'Playing apart and then joining eachother again', 'Playing hide and seek']",children,No,N/A
78,99,24099,65d1d2f7bbb5b1ec274b3253,5,86,50,7,7,"['1f6c6525-a740-48c2-8dfc-9c4fb520c630', 'bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '83dec58f-0765-4ddc-b785-670d8025c467', '0a4312a1-7156-4c68-9698-0f1495558bee', '1827c058-6388-491a-b84c-d4d6c512039e', '8b590505-e40d-4ff8-802d-5430cc2802b6', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","['bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '8b590505-e40d-4ff8-802d-5430cc2802b6', '1f6c6525-a740-48c2-8dfc-9c4fb520c630', '0a4312a1-7156-4c68-9698-0f1495558bee', '83dec58f-0765-4ddc-b785-670d8025c467', '1827c058-6388-491a-b84c-d4d6c512039e', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","[2.75, 7.75, 1.5, 5.25, 4.0, 6.5, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'black', 'grey', 'black', 'grey', 'grey']","['fighting', 'It seems they are colliding to each other? Or they are fighting?', 'They are calmer this time. I would say they are playing together.', 'It seems they are still fighting? ', 'Seems that they are attracted to each other?', 'This one seems to be fighting again. They are trying to fend off each other.', 'They are colliding to each other.']",children,Keen observation. ,It seems quite odd as this is my first time participating on this kind of study. Interesting indeed. Want to join again if there is.
79,100,24100,5eb7dec5245b8670ff3536f2,5,71,51,7,7,"['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '42a6675b-868f-488d-a671-17a04c97ab01', '83dec58f-0765-4ddc-b785-670d8025c467', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '3dbdd697-e200-4003-92f8-47202577ad0a', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a']","['83dec58f-0765-4ddc-b785-670d8025c467', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a', '3dbdd697-e200-4003-92f8-47202577ad0a', '9cf1ba8f-113d-408d-831d-4cf31ca51b3b', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '42a6675b-868f-488d-a671-17a04c97ab01', '31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50']","[4.0, 9.0, 7.75, 5.25, 6.5, 2.75, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'black', 'grey', 'grey', 'black', 'grey']","['connecting each other.', 'playing', 'playing', 'attracting towards each other', 'playing', 'playing', 'playing']",children,to notice what the dots/children were doing.,Very interesting.
80,101,24101,5e2c9026f4a3052be159c494,5,82,50,7,7,"['9d425f58-501f-43f3-955e-05126bd09bb5', '8fa1d226-bf98-4c72-8961-7121546d4a11', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '2ef99e5f-bc49-429b-b086-41ed4571b58a', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '8649b489-429a-4894-9c74-827e94f04566']","['2ef99e5f-bc49-429b-b086-41ed4571b58a', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '8fa1d226-bf98-4c72-8961-7121546d4a11', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '9d425f58-501f-43f3-955e-05126bd09bb5', '8649b489-429a-4894-9c74-827e94f04566']","[5.25, 7.75, 4.0, 2.75, 6.5, 1.5, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'black', 'grey', 'grey', 'grey', 'grey']","['Running at each other', 'Colliding', 'Playing', 'Run-up High-fiving', 'Dueling', 'Running around', 'Jousting']",children,Not really.,"They mostly seemed like they were doing the same thing each time? The speed was different sometimes, or who initiated the ""running"", but mostly the same."
81,1,24001,5e0fece5f6191f70b66608ef,6,5,50,7,7,"['b3a507ff-2289-4ad3-8922-1a3d0532e154', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4', '50781782-fbf2-4226-a593-5173be906638', '4cf04acf-6776-453a-a811-1c5e51c2ece4', '8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '7f445daf-d952-4bf3-b733-def683994895', '87da47db-3d5c-48b2-b3f2-123123d766f0']","['8dbfdd79-2b3f-4297-8ec2-92d59884dd68', '204d8c5c-c9ac-4aef-956d-74de8c6eedc4', '4cf04acf-6776-453a-a811-1c5e51c2ece4', '7f445daf-d952-4bf3-b733-def683994895', '87da47db-3d5c-48b2-b3f2-123123d766f0', '50781782-fbf2-4226-a593-5173be906638', 'b3a507ff-2289-4ad3-8922-1a3d0532e154']","[6.5, 2.75, 5.25, 7.75, 9.0, 4.0, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'black', 'black', 'grey', 'black', 'grey']","['fighting', 'running', 'fighting', 'running', 'aggressively charging at each other', 'dancing', 'dancing']",children,No strategy,Nope
82,7,24007,65cde0201c37921da064bc43,6,13,50,7,7,"['1a8cf3c1-690b-449c-bb36-fd3b251837c1', '0bad25fa-4a38-4561-9d35-56f1108797cd', '7413c064-c0e5-4104-89aa-79d64ef9d6d9', '27f4d7f8-d998-48b2-a3e4-f885f21c713d', '14c0e4c6-94d9-41ec-b44a-5f6c8678230e', '8b590505-e40d-4ff8-802d-5430cc2802b6', '6a57f963-5846-4eaa-a5d2-0e658499a4a9']","['0bad25fa-4a38-4561-9d35-56f1108797cd', '8b590505-e40d-4ff8-802d-5430cc2802b6', '27f4d7f8-d998-48b2-a3e4-f885f21c713d', '1a8cf3c1-690b-449c-bb36-fd3b251837c1', '6a57f963-5846-4eaa-a5d2-0e658499a4a9', '14c0e4c6-94d9-41ec-b44a-5f6c8678230e', '7413c064-c0e5-4104-89aa-79d64ef9d6d9']","[2.75, 7.75, 5.25, 1.5, 9.0, 6.5, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'grey', 'grey', 'black', 'black']","['Playing', 'Fighting', 'Running around', 'Walking', 'hanging out', 'Going left and right', 'swimming']",children,"I didn't use any special strategy, just my imaginations and thoughts of what the children were doing",No Comments/Feedback
83,9,24009,62b33e5e6103ca47d3c8a953,6,8,50,7,7,"['9d425f58-501f-43f3-955e-05126bd09bb5', 'cc654364-6ba7-42d1-b98c-c44f96b2e4e4', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', '39d4c0f1-9195-4761-98c6-457bad8a2291', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb']","['9d425f58-501f-43f3-955e-05126bd09bb5', '39d4c0f1-9195-4761-98c6-457bad8a2291', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '6e2932f2-a9d1-4f2a-9599-a872b605c1eb', 'cc654364-6ba7-42d1-b98c-c44f96b2e4e4', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93']","[1.5, 5.25, 7.75, 9.0, 2.75, 4.0, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'black', 'grey', 'grey']","['playing tag', 'racing', 'dont know', 'hide and seek', 'swings', 'dont know', 'running']",children,no,no
84,10,24010,631f991a0a5b1611251a3ebe,6,11,51,7,7,"['e5e05e73-9cd0-4990-8da2-4962e0a03e5d', 'bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '5f5a825b-b433-4986-b5d6-5239eb407d32', '13e24563-ab7e-41df-adf6-e8e88b4d9e08', '8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a']","['bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '5f5a825b-b433-4986-b5d6-5239eb407d32', '8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '13e24563-ab7e-41df-adf6-e8e88b4d9e08', 'e5e05e73-9cd0-4990-8da2-4962e0a03e5d']","[2.75, 9.0, 4.0, 5.25, 7.75, 6.5, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'grey', 'grey']","['the dots hit them selves twice', 'the dots were moving around and it themselves twice ', 'the dots moves around and later then they came together', 'at this stage the white dot move to where the black dot is and later they meet together', 'all the two dots came together ', 'all the dots came together like magnet ', 'all the dots came together slowly']",magnets,yes,no
85,19,24019,5eeeb45360a44437a971aebc,6,14,50,7,7,"['81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b', 'c496efe1-6c3e-480d-856f-af132dbe7048', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '2c174300-1111-477c-b605-e34e6031cd26', '981d9d90-47c5-4443-a939-26060914c7e4', '16718611-6bca-4e79-8071-94d68c181ba1']","['2c174300-1111-477c-b605-e34e6031cd26', '981d9d90-47c5-4443-a939-26060914c7e4', 'c496efe1-6c3e-480d-856f-af132dbe7048', '7c45bceb-e7dc-4a58-a9f2-02aa015541c6', '81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', '16718611-6bca-4e79-8071-94d68c181ba1']","[6.5, 7.75, 2.75, 4.0, 1.5, 5.25, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'black', 'grey', 'black']","['The dots were dueling, sort of seeking each other out and headbutting when a certain distance was achieved. ', 'Similar to the last one, but to me it seemed like the white dot was seeking out the black one and initiating contact. ', 'Lackadaisical in manner, less violent.  ', 'Slow and lethargic, but still headbutting in a seeking manner.', 'Really lethargic, once contact is made the dots slowly remove themselves.', 'Calculated and with motive. ', 'Black dot was faster, sort of seeking the white dot to initiate contact. ']",children,I wanted to really pay attention to the speed in which the dots would make contact and judge based on that. ,n/a
