,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,similarity_play,similarity_fight,similarity_play_fight
4,28062,27,2.75,8045,bumps,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,4,0.1383104920387268,0.2063639909029007,-0.06805349886417389
2,28063,16,2.75,9503,Attract and then part,46c1720a-0af5-44e9-b008-09b89ef78bd9,2,0.20720942318439484,0.16955982148647308,0.03764960169792175
5,28064,17,2.75,8191,They clashed twice,112b96b3-6518-4053-ad9f-ff77320acc23,5,0.19621983170509338,0.394891619682312,-0.19867178797721863
2,28065,29,2.75,8057,seemed to be kind of mirroring one another and bumping into each other,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,2,0.1441778689622879,0.1837061047554016,-0.03952823579311371
4,28066,25,2.75,8094,"The dots moved slowly away from each other, came back and slowly hit each other",42a6675b-868f-488d-a671-17a04c97ab01,4,0.20107141137123108,0.17562925815582275,0.025442153215408325
1,28067,32,2.75,8132,The dots move similarly but unpredictably and then touched,46c1720a-0af5-44e9-b008-09b89ef78bd9,1,0.13570158183574677,0.03840576112270355,0.09729582071304321
0,28068,27,2.75,8007,Circled round each other and bumping into each other 2 times,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,0,0.11114246398210526,0.17517438530921936,-0.0640319213271141
1,28069,35,2.75,8147,crashed together,8dc79a0d-b826-4ac2-8483-04346b06960d,1,0.23882904648780823,0.33437487483024597,-0.09554582834243774
3,28070,26,2.75,8242,The dots moved to the right and then collided gently twice.,88ff8e25-5b4f-453c-add2-298ef66c683c,3,0.1665165275335312,0.0881982147693634,0.07831831276416779
5,28071,33,2.75,8084,soft bounce,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.2682786285877228,0.19479718804359436,0.07348144054412842
3,28072,21,2.75,7997,linked,0bad25fa-4a38-4561-9d35-56f1108797cd,3,0.26647159457206726,0.20142948627471924,0.06504210829734802
0,28073,35,2.75,8022,"the two dotsmoved similar to each other, and clashed with each other",8dc79a0d-b826-4ac2-8483-04346b06960d,0,0.1306203454732895,0.21420353651046753,-0.08358319103717804
0,28074,38,2.75,8106,kiss and makeup,112b96b3-6518-4053-ad9f-ff77320acc23,0,0.1806122213602066,0.2781815528869629,-0.09756933152675629
1,28075,30,2.75,8213,they came together and separated,215ead11-5650-429d-b541-0b107fbb996a,1,0.13953955471515656,0.22693920135498047,-0.08739964663982391
3,28076,31,2.75,8264,slow paced but coming together fast,3fd185a3-34a1-4f1a-9d01-aee3deee3988,3,0.2350263148546219,0.220795139670372,0.014231175184249878
2,28077,39,2.75,8542,circling before the first slow hit then the grey ball chased the black one before they hit again.,32110051-52cf-4952-a6e5-4c5fe75760b7,2,0.21290330588817596,0.10880240052938461,0.10410090535879135
0,28078,40,2.75,8358,left dot pulled to the right after circling,42a6675b-868f-488d-a671-17a04c97ab01,0,0.13559222221374512,0.0485876090824604,0.08700461313128471
4,28079,23,2.75,8051,pattern,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.17301657795906067,0.23278479278087616,-0.05976821482181549
5,28080,42,2.75,8107,They collided gently,215ead11-5650-429d-b541-0b107fbb996a,5,0.18552570044994354,0.27612417936325073,-0.09059847891330719
2,28081,43,2.75,8117,they are meeting each other nicely ,112b96b3-6518-4053-ad9f-ff77320acc23,2,0.15211151540279388,0.2691269814968109,-0.11701546609401703
4,28082,44,2.75,8095,mirroring each other,0bad25fa-4a38-4561-9d35-56f1108797cd,4,0.18646754324436188,0.1601586937904358,0.026308849453926086
1,28083,46,2.75,8122,they were attracted to each other,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,1,0.1359974443912506,0.25382646918296814,-0.11782902479171753
3,28084,47,2.75,9022,"they both moved far apart, collided, separated far again and collided again",8dc79a0d-b826-4ac2-8483-04346b06960d,3,0.13410957157611847,0.28517991304397583,-0.15107034146785736
5,28085,51,2.75,8123,gentle collision,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.23827342689037323,0.36181408166885376,-0.12354065477848053
0,28086,50,2.75,8192,they hit themselves,8fa1d226-bf98-4c72-8961-7121546d4a11,0,0.26986557245254517,0.31990277767181396,-0.0500372052192688
0,28087,48,2.75,7961,The dots collided with each other from time to time and then they would distance themselves from each other and then crash and bounce away,32110051-52cf-4952-a6e5-4c5fe75760b7,0,0.1386028677225113,0.14877349138259888,-0.010170623660087585
4,28088,52,2.75,8224,the dots speed has reduce anger has reduce.,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,4,0.09980624169111252,0.23086640238761902,-0.1310601606965065
1,28089,53,2.75,8139,"Circular movement but this time, black lead the attack on grey",3fd185a3-34a1-4f1a-9d01-aee3deee3988,1,0.13545837998390198,0.2247229963541031,-0.08926461637020111
4,28090,49,2.75,8247,attraction,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.2357894331216812,0.28910595178604126,-0.053316518664360046
2,28091,54,2.75,8059,fighting,46c1720a-0af5-44e9-b008-09b89ef78bd9,2,0.37933892011642456,0.9070441126823425,-0.527705192565918
6,28092,55,2.75,8253,Two contacts with each colour taking it in turns to move first,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,6,0.09333157539367676,0.07711315155029297,0.01621842384338379
2,28093,56,2.75,7967,random movements then crashing into eachother,94eac034-9d70-40c0-89d4-d9a030a03d26,2,0.21069729328155518,0.17243653535842896,0.03826075792312622
6,28094,57,2.75,8028,Circled on the middle and touched two times slowly,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,6,0.12893041968345642,0.10181889683008194,0.02711152285337448
4,28095,60,2.75,8057,slow clash and rebounding,88ff8e25-5b4f-453c-add2-298ef66c683c,4,0.2830464839935303,0.3279588222503662,-0.04491233825683594
4,28096,59,2.75,8127,"Both dots moves slowly and randomly afterwards collide in a slow fashion, this happened twice. ",c496efe1-6c3e-480d-856f-af132dbe7048,4,0.11353252828121185,0.06311427056789398,0.05041825771331787
5,28097,58,2.75,8355,the black dot hit the other dot,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5,0.2442239671945572,0.21428199112415314,0.029941976070404053
6,28098,64,2.75,7993,Dots tapped each other slowly.,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,6,0.20599716901779175,0.14516672492027283,0.06083044409751892
5,28099,63,2.75,9951,Dots moved slong the same line and collided periodically,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.1612786054611206,0.162380188703537,-0.0011015832424163818
4,28100,66,2.75,8105,the animations moved collided at the bottom of the box,c496efe1-6c3e-480d-856f-af132dbe7048,4,0.13684065639972687,0.1812022179365158,-0.04436156153678894
6,28101,65,2.75,8118,the dot punching,8fa1d226-bf98-4c72-8961-7121546d4a11,6,0.2714014947414398,0.4264144003391266,-0.15501290559768677
5,28102,67,2.75,8166,The black dot chased the grey dot and hit it twice,46c1720a-0af5-44e9-b008-09b89ef78bd9,5,0.21976116299629211,0.18292135000228882,0.036839812994003296
3,28000,26,4.0,8173,The dots collided and then moved apart from each other,50781782-fbf2-4226-a593-5173be906638,3,0.19031403958797455,0.16880181431770325,0.0215122252702713
4,28001,25,4.0,8047,"The black dot went straight towards the grey dot, while the grey dot sort of moved away at first then came back together",70326c05-1133-4c5d-8a4c-3e71e0da8479,4,0.09120280295610428,0.07079639285802841,0.020406410098075867
4,28002,28,4.0,8315,"hit twice, not hard",1d41f125-7386-42b4-8250-f6c540c627a8,4,0.26022759079933167,0.2771831154823303,-0.016955524682998657
0,28003,29,4.0,8082,the dots bumped into each other twice,0890b767-b394-4f89-aea1-c60cab7014af,0,0.14573264122009277,0.11461164057254791,0.03112100064754486
0,28004,32,4.0,8096,they swirled around and bumped into each other twice,1f7aa6f4-6516-4b90-8eeb-142b1437644b,0,0.08239573240280151,0.14801150560379028,-0.06561577320098877
2,28005,35,4.0,8159,sudden forceful clashing ,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.2058960199356079,0.4179425835609436,-0.2120465636253357
5,28006,36,4.0,9334,Magnetic,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,5,0.20081861317157745,0.17676614224910736,0.024052470922470093
5,28007,33,4.0,7709,Moving around slowly and accelerated into each other twice. Alternated which dot accelerated first each time,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,5,0.13637158274650574,0.09034955501556396,0.04602202773094177
1,28008,31,4.0,8300,One dot gets pulled towards the other dot then they collide,7413c064-c0e5-4104-89aa-79d64ef9d6d9,1,0.1965116709470749,0.21249251067638397,-0.015980839729309082
1,28009,41,4.0,8215,attraction,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,1,0.2357894331216812,0.28910595178604126,-0.053316518664360046
3,28010,39,4.0,8146,gentle collision,68382d9c-6cc5-4669-84bf-c8058e3c1472,3,0.23827342689037323,0.36181408166885376,-0.12354065477848053
3,28011,40,4.0,8034,collided twice,1f7aa6f4-6516-4b90-8eeb-142b1437644b,3,0.23222286999225616,0.33481013774871826,-0.1025872677564621
5,28012,42,4.0,8043,The dots bounced off each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,5,0.2053079605102539,0.148654967546463,0.056652992963790894
0,28013,42,4.0,8229,the two dots moved and then collided with each other twice,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.1981545239686966,0.1818825900554657,0.016271933913230896
2,28014,45,4.0,8070,the grey dot looked like it was aiming to hit the black dot and then the black dot 'retaliated' (this hapenned twice),0890b767-b394-4f89-aea1-c60cab7014af,2,0.162232905626297,0.1048545092344284,0.05737839639186859
3,28015,46,4.0,8266,the dots kept being drawn to one another but they each made the first move the two different times,7413c064-c0e5-4104-89aa-79d64ef9d6d9,3,0.1467542201280594,0.10553428530693054,0.041219934821128845
2,28016,51,4.0,8001,attacks,1a1c3419-9320-46a3-8b48-10e9514c3e7d,2,0.23340152204036713,0.4226059317588806,-0.1892044097185135
3,28017,48,4.0,8015,keeping distance then attacking,50781782-fbf2-4226-a593-5173be906638,3,0.25302043557167053,0.3757607042789459,-0.12274026870727539
4,28018,47,4.0,8070,The dots moved in their own space & then joined together & then moved apart. This occured twice.,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,4,0.0827840194106102,0.03849855810403824,0.04428546130657196
2,28019,52,4.0,8042,"They black dot swept towards the grey, they grey redirected and they collided. They then went separate ways before the grey swept towards the black, the black redirected and they collided",83dec58f-0765-4ddc-b785-670d8025c467,2,0.11646143347024918,0.1684322953224182,-0.05197086185216904
1,28020,49,4.0,7986,dots passed by and then flew together,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1,0.18537788093090057,0.13480982184410095,0.05056805908679962
4,28021,58,4.0,8255,the dots moved in a circular motion before hitting into eachother.,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,4,0.15265120565891266,0.09520656615495682,0.05744463950395584
2,28022,59,4.0,8023,The dots moving slowly but they fought each other.,1d41f125-7386-42b4-8250-f6c540c627a8,2,0.15565907955169678,0.32595545053482056,-0.17029637098312378
0,28023,66,4.0,7969,they attracted then repelled,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.09614305943250656,0.177551731467247,-0.08140867203474045
1,28024,65,4.0,8040,they bumped into eachother twice again. the lighter one being more aggressive,50781782-fbf2-4226-a593-5173be906638,1,0.11939478665590286,0.2993311285972595,-0.17993634194135666
0,28025,63,4.0,8133,dots would float away and then collide into each other,1d41f125-7386-42b4-8250-f6c540c627a8,0,0.13931281864643097,0.14391230046749115,-0.004599481821060181
1,28026,64,4.0,8198,the crashed into each other twice again,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,1,0.17980901896953583,0.2782288193702698,-0.09841980040073395
6,28027,71,4.0,8416,"Dots floating around and bumped into eachother twice, separating again each time",83dec58f-0765-4ddc-b785-670d8025c467,6,0.12646792829036713,0.11158539354801178,0.014882534742355347
4,28028,68,4.0,8029,Both dots were far apart and hit each other twice slowly.,1f7aa6f4-6516-4b90-8eeb-142b1437644b,4,0.14898547530174255,0.11893433332443237,0.03005114197731018
0,28029,67,4.0,8251,"the dots move opposite of each then are pulled to together, almost like a magnet.",86e26a06-c6f9-47dc-bc1f-1c78f1f93251,0,0.11996782571077347,0.023915275931358337,0.09605254977941513
1,28030,74,4.0,8023,bashed together twice,1a1c3419-9320-46a3-8b48-10e9514c3e7d,1,0.168415829539299,0.2614458203315735,-0.09302999079227448
5,28031,80,4.0,8015,touched,114b2369-dce5-4979-8319-c64c85175e6a,5,0.2716388702392578,0.24216893315315247,0.029469937086105347
1,28032,73,4.0,8043,"same thing, except they both moved  in circles",609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,1,0.06558144837617874,0.1939503401517868,-0.12836889177560806
2,28033,83,4.0,8072,drift and then attraction bounce,48fe3ca9-b1df-491d-bef9-6d9c5edee227,2,0.16535276174545288,0.17237326502799988,-0.007020503282546997
1,28034,81,4.0,8223,Periodically they would bounce off each other very quickly,1d41f125-7386-42b4-8250-f6c540c627a8,1,0.14684700965881348,0.20389248430728912,-0.05704547464847565
1,28035,84,4.0,8167,circle bash,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1,0.15816327929496765,0.16830584406852722,-0.01014256477355957
6,28036,76,4.0,8019,bumped,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6,0.2337207794189453,0.219434455037117,0.014286324381828308
4,28037,77,4.0,8129,The dots moved slowly apart and a bit faster together,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,4,0.1339486986398697,0.08107873052358627,0.05286996811628342
2,28038,86,4.0,8136,They once again were hitting each other but making small circles before doing it.,83dec58f-0765-4ddc-b785-670d8025c467,2,0.1508154273033142,0.23871399462223053,-0.08789856731891632
1,28039,90,4.0,8076,The two dots clashed twice,0890b767-b394-4f89-aea1-c60cab7014af,1,0.1610245406627655,0.19609959423542023,-0.035075053572654724
4,28040,92,4.0,8100,bumped into each other,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.229865163564682,0.2991226315498352,-0.0692574679851532
3,28041,85,4.0,9311,fighting,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3,0.37933892011642456,0.9070441126823425,-0.527705192565918
2,28042,91,4.0,8053,drawn to centre and collided,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,2,0.19595584273338318,0.24671876430511475,-0.05076292157173157
4,28043,99,4.0,7985,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,4,0.2357894331216812,0.28910595178604126,-0.053316518664360046
3,28044,96,4.0,8095,slower headon collidion,1a1c3419-9320-46a3-8b48-10e9514c3e7d,3,0.08655045181512833,0.19239859282970428,-0.10584814101457596
0,28045,97,4.0,8128,battle between the two dots,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0,0.29745006561279297,0.39333269000053406,-0.09588262438774109
2,28046,94,4.0,8013,Blacked moved first to bump into the grey dot twice,7413c064-c0e5-4104-89aa-79d64ef9d6d9,2,0.13396042585372925,0.10987665504217148,0.02408377081155777
2,28047,95,4.0,8192,"Both dots move around and then slowly moved closer to each other and when got too close they hit each other, this happened twice.",a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.1508481502532959,0.12497701495885849,0.02587113529443741
4,28048,89,4.0,8252,The two dot meet each other,70326c05-1133-4c5d-8a4c-3e71e0da8479,4,0.17604176700115204,0.19712471961975098,-0.021082952618598938
3,28049,88,4.0,8164,The black dot and the grey dot switched position and hit each other twice ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,3,0.2603473961353302,0.18741105496883392,0.07293634116649628
0,28050,98,4.0,8151,they hit each other,50781782-fbf2-4226-a593-5173be906638,0,0.28349289298057556,0.4493458867073059,-0.16585299372673035
1,28051,4,4.0,8704,collision,9f53cd68-f278-45d6-806a-74eeef55bbcc,1,0.2893446385860443,0.45200881361961365,-0.16266417503356934
4,28052,6,4.0,8462,i dont know,1f7aa6f4-6516-4b90-8eeb-142b1437644b,4,0.1709401160478592,0.22996512055397034,-0.059025004506111145
2,28053,3,4.0,7931,Colliding into each other purposefully ,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,2,0.27861762046813965,0.35704460740089417,-0.07842698693275452
6,28054,8,4.0,8070,l,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,6,0.326109915971756,0.358180433511734,-0.03207051753997803
1,28055,2,4.0,8253,slowly collided twice,70326c05-1133-4c5d-8a4c-3e71e0da8479,1,0.18370123207569122,0.23988494277000427,-0.05618371069431305
6,28056,4,4.0,8176,The white dot attacked the black dot.,9f53cd68-f278-45d6-806a-74eeef55bbcc,6,0.15431687235832214,0.18002218008041382,-0.025705307722091675
6,28057,14,4.0,7974,collided,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6,0.3351637125015259,0.48290887475013733,-0.14774516224861145
0,28058,13,4.0,11233,two dots moving separately then colliding and move separate apart again,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0,0.20243950188159943,0.17229455709457397,0.03014494478702545
6,28059,80,4.0,8123,The dots were floating in the center of the box and they moved slowly away from each other before heading towards each other to make contact. After making contact the first time they moved slowly toward the top of the box and away from each other before moving towards each other to make contact the second time.,114b2369-dce5-4979-8319-c64c85175e6a,6,0.1209477111697197,0.08790310472249985,0.03304460644721985
0,28060,19,4.0,8013,bounced off each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,0,0.28413257002830505,0.32616397738456726,-0.04203140735626221
3,28061,19,4.0,8061,Bumped into each other,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,3,0.229865163564682,0.2991226315498352,-0.0692574679851532
5,28062,27,4.0,7957,collisions,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5,0.25414302945137024,0.39464882016181946,-0.14050579071044922
5,28063,16,4.0,9570,"Move diagonally, attract then part",48fe3ca9-b1df-491d-bef9-6d9c5edee227,5,0.17133590579032898,0.13407066464424133,0.037265241146087646
3,28064,17,4.0,8191,They clashed twice,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,3,0.19621984660625458,0.394891619682312,-0.19867177307605743
1,28065,29,4.0,8049,"the gray seemed to start moving quick and both smacked into one another fast then went slow again, repeat",0890b767-b394-4f89-aea1-c60cab7014af,1,0.1848061978816986,0.2138175219297409,-0.029011324048042297
6,28066,25,4.0,8012,Both dots came and bounced off each other at the same time,70326c05-1133-4c5d-8a4c-3e71e0da8479,6,0.16856104135513306,0.1083955317735672,0.06016550958156586
5,28067,32,4.0,8038,The dots moved in similar but delayed patterns and touched,1f7aa6f4-6516-4b90-8eeb-142b1437644b,5,0.10233598947525024,0.0009745624847710133,0.10136142699047923
1,28068,27,4.0,8069,floated around and bumped each other twice,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,1,0.208329439163208,0.17535550892353058,0.03297393023967743
2,28069,35,4.0,8137,followed one another,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.2447120100259781,0.21189747750759125,0.03281453251838684
4,28070,26,4.0,8106,The dots hovered around the centre and then collided gently twice.,50781782-fbf2-4226-a593-5173be906638,4,0.17518772184848785,0.0913417860865593,0.08384593576192856
0,28071,33,4.0,8014,attraction,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,0,0.2357894331216812,0.28910595178604126,-0.053316518664360046
0,28072,21,4.0,7987,getting together and bouncing away,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.3416611850261688,0.36572265625,-0.024061471223831177
4,28073,35,4.0,8058,the two dots clashed with each other twice,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,4,0.16553233563899994,0.19810570776462555,-0.03257337212562561
3,28074,38,4.0,8163,attraction,114b2369-dce5-4979-8319-c64c85175e6a,3,0.2357894331216812,0.28910595178604126,-0.053316518664360046
6,28075,30,4.0,8138,they went apart and came back to each other,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6,0.14293842017650604,0.3267056345939636,-0.18376721441745758
6,28076,31,4.0,8346,white dot steering closer to the black dot,7413c064-c0e5-4104-89aa-79d64ef9d6d9,6,0.1221921443939209,0.05288521572947502,0.06930692866444588
5,28077,39,4.0,8644,grey moved toward black first and they collided twice in the center,68382d9c-6cc5-4669-84bf-c8058e3c1472,5,0.17236770689487457,0.22950974106788635,-0.05714203417301178
1,28078,40,4.0,8594,both dots travelled rightwards,1f7aa6f4-6516-4b90-8eeb-142b1437644b,1,0.14886455237865448,0.06072760745882988,0.0881369449198246
1,28079,23,4.0,8068,attack,9f53cd68-f278-45d6-806a-74eeef55bbcc,1,0.36563640832901,0.5875464081764221,-0.2219099998474121
1,28080,42,4.0,8386,They moved away and came back to hit each other gently,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,1,0.16467510163784027,0.2778468430042267,-0.11317174136638641
6,28081,43,4.0,8078,the dots are meeting ,70326c05-1133-4c5d-8a4c-3e71e0da8479,6,0.1977957785129547,0.21301241219043732,-0.015216633677482605
2,28082,44,4.0,8229,black chased grey,fb491605-8f46-43ab-ba62-bfd86d95e4d6,2,0.2099732905626297,0.22792546451091766,-0.017952173948287964
0,28083,46,4.0,8068,they were attacking each other,7413c064-c0e5-4104-89aa-79d64ef9d6d9,0,0.19627778232097626,0.431307852268219,-0.23503006994724274
6,28084,47,4.0,9028,they are colliding and separating while rotating,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6,0.0972633883357048,0.18164384365081787,-0.08438045531511307
6,28085,51,4.0,8043,Mild collision,1a1c3419-9320-46a3-8b48-10e9514c3e7d,6,0.23502768576145172,0.31213846802711487,-0.07711078226566315
4,28086,50,4.0,8181,they are playing,68382d9c-6cc5-4669-84bf-c8058e3c1472,4,0.6241888403892517,0.20819556713104248,0.41599327325820923
5,28087,48,4.0,8048,"It was a gentle interaction with each other, the dots bounced around after having interacted",50781782-fbf2-4226-a593-5173be906638,5,0.1611008644104004,0.11412583291530609,0.0469750314950943
3,28088,52,4.0,8214,the two dots was not that aggressive like before.,83dec58f-0765-4ddc-b785-670d8025c467,3,0.0767340436577797,0.12022162228822708,-0.04348757863044739
4,28089,53,4.0,8081,Grey on the offensive in attacking. Circular movements,9f53cd68-f278-45d6-806a-74eeef55bbcc,4,0.2558058798313141,0.2723635137081146,-0.016557633876800537
0,28090,49,4.0,8004,bouncing on each other,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,0,0.28407368063926697,0.26406848430633545,0.02000519633293152
4,28091,54,4.0,8028,magnetic,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,4,0.20081861317157745,0.17676614224910736,0.024052470922470093
1,28092,55,4.0,8443,A brief touch after slow movements,48fe3ca9-b1df-491d-bef9-6d9c5edee227,1,0.1525755375623703,0.06289898604154587,0.08967655152082443
0,28093,56,4.0,7921,two dots circling then crashing into each other twice,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,0,0.14832401275634766,0.11238862574100494,0.03593538701534271
0,28094,57,4.0,8023,They contacted with each other two times,114b2369-dce5-4979-8319-c64c85175e6a,0,0.09771119803190231,0.21940401196479797,-0.12169281393289566
6,28095,60,4.0,8033,similar to before. slow movement and rebound,48fe3ca9-b1df-491d-bef9-6d9c5edee227,6,0.21918492019176483,0.1595778912305832,0.05960702896118164
2,28096,59,4.0,8191,"both dots move independently for a while and collide, afterwards separated to random individual motion. this happens twice. ",1d41f125-7386-42b4-8250-f6c540c627a8,2,0.13430288434028625,0.04694492742419243,0.08735795691609383
2,28097,58,4.0,8341,they came in contact slowly,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,2,0.1041567400097847,0.1426892876625061,-0.038532547652721405
4,28098,64,4.0,8055,Dots eventually collided.,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,4,0.16545772552490234,0.1683262586593628,-0.0028685331344604492
0,28099,63,4.0,10106,magnetic attraction,1d41f125-7386-42b4-8250-f6c540c627a8,0,0.11756567656993866,0.11223334074020386,0.005332335829734802
3,28100,66,4.0,8086,the animations gradually collided against each other,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,3,0.1535698026418686,0.23538489639759064,-0.08181509375572205
3,28101,65,4.0,8199,the dots moving and hitting each other,50781782-fbf2-4226-a593-5173be906638,3,0.2397904396057129,0.21252591907978058,0.027264520525932312
6,28102,67,4.0,8126,Both dots collided twice the grey dot ended up on top,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,6,0.17289160192012787,0.15290535986423492,0.019986242055892944
5,28000,26,5.25,8076,"The dots moved toward each other, collided and then moved apart",384dc3de-9717-4531-83a1-683588fe1381,5,0.20095904171466827,0.18224653601646423,0.01871250569820404
3,28001,25,5.25,8046,"The dots swung away, then towards, each other",1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,3,0.23223485052585602,0.17395220696926117,0.05828264355659485
6,28002,28,5.25,8355,"hit twice, black dot went first",8b72023d-88b1-4615-b871-cac794edf1d9,6,0.25117769837379456,0.20740899443626404,0.04376870393753052
3,28003,29,5.25,8018,"The dots initially came toward each other simultaneously. The second time, the grey dot approached first.",0a4312a1-7156-4c68-9698-0f1495558bee,3,0.12559626996517181,0.06132503226399422,0.0642712377011776
6,28004,32,5.25,8060,floating around and then randomly went for eachother twice,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,6,0.21407005190849304,0.2061760276556015,0.00789402425289154
3,28005,35,5.25,8000,angry colliding,46786fd0-ca59-4ffa-a772-fe489fdbd94c,3,0.27459004521369934,0.4947272837162018,-0.22013723850250244
2,28006,36,5.25,9317,Black one connects to the grey,2ef99e5f-bc49-429b-b086-41ed4571b58a,2,0.12563753128051758,0.16023972630500793,-0.034602195024490356
