,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,neg_score,neu_score,pos_score,pos-neg,pos-neu,neg-neu,neu-neg
4,28058,13,2.75,9982,the two dots are having a friendly conversation,0bad25fa-4a38-4561-9d35-56f1108797cd,4,0.014428989961743355,0.5144438743591309,0.4711271822452545,0.45669819228351116,-0.04331669211387634,-0.5000148843973875,0.5000148843973875
3,28028,68,2.75,8045,"Both dots slowly struck each other twice, the black was the one that moved first.",0bad25fa-4a38-4561-9d35-56f1108797cd,3,0.014474285766482353,0.912569522857666,0.07295617461204529,0.058481888845562935,-0.8396133482456207,-0.8980952370911837,0.8980952370911837
6,28008,31,2.75,8259,"The dots move in the same pattern, then one of the dots is pulled in towards the other to collide",3fd185a3-34a1-4f1a-9d01-aee3deee3988,6,0.017132913693785667,0.9156816005706787,0.06718537211418152,0.05005245842039585,-0.8484962284564972,-0.898548686876893,0.898548686876893
6,28092,55,2.75,8253,Two contacts with each colour taking it in turns to move first,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,6,0.01749601401388645,0.9294592142105103,0.05304485559463501,0.03554884158074856,-0.8764143586158752,-0.9119632001966238,0.9119632001966238
5,28046,94,2.75,8022,Two gentle collisions between the dots,94eac034-9d70-40c0-89d4-d9a030a03d26,5,0.017914680764079094,0.675777018070221,0.306308388710022,0.2883937079459429,-0.369468629360199,-0.6578623373061419,0.6578623373061419
2,28077,39,2.75,8542,circling before the first slow hit then the grey ball chased the black one before they hit again.,32110051-52cf-4952-a6e5-4c5fe75760b7,2,0.018003450706601143,0.9475279450416565,0.034468524158000946,0.016465073451399803,-0.9130594208836555,-0.9295244943350554,0.9295244943350554
1,28029,67,2.75,8321,the black dot moves opposite of the grey dot then is pulled toward the grey dot.. its pull is stronger than the grey dots pull,46c1720a-0af5-44e9-b008-09b89ef78bd9,1,0.022440629079937935,0.7097580432891846,0.2678012549877167,0.24536062590777874,-0.4419567883014679,-0.6873174142092466,0.6873174142092466
3,28076,31,2.75,8264,slow paced but coming together fast,3fd185a3-34a1-4f1a-9d01-aee3deee3988,3,0.02250145934522152,0.3460471034049988,0.6314513683319092,0.6089499089866877,0.2854042649269104,-0.32354564405977726,0.32354564405977726
6,28098,64,2.75,7993,Dots tapped each other slowly.,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,6,0.02307811751961708,0.8840216994285583,0.09290030598640442,0.06982218846678734,-0.7911213934421539,-0.8609435819089413,0.8609435819089413
0,28055,2,2.75,8226,collided together twice,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,0,0.02392915077507496,0.8694457411766052,0.10662513971328735,0.0826959889382124,-0.7628206014633179,-0.8455165904015303,0.8455165904015303
3,28059,80,2.75,8081,Thes dots moved slowly towards the bottom of the square and then moved toward each other and hit each other making contact twice traveling at a slow speed each time.,c496efe1-6c3e-480d-856f-af132dbe7048,3,0.025273194536566734,0.9285371899604797,0.04618951678276062,0.020916322246193886,-0.8823476731777191,-0.903263995423913,0.903263995423913
4,28042,91,2.75,8057,gently bumped ,88ff8e25-5b4f-453c-add2-298ef66c683c,4,0.028262818232178688,0.8362905979156494,0.13544659316539764,0.10718377493321896,-0.7008440047502518,-0.8080277796834707,0.8080277796834707
0,28078,40,2.75,8358,left dot pulled to the right after circling,42a6675b-868f-488d-a671-17a04c97ab01,0,0.033887457102537155,0.9176815152168274,0.048431143164634705,0.01454368606209755,-0.8692503720521927,-0.8837940581142902,0.8837940581142902
1,28089,53,2.75,8139,"Circular movement but this time, black lead the attack on grey",3fd185a3-34a1-4f1a-9d01-aee3deee3988,1,0.03449075669050217,0.894890546798706,0.0706186443567276,0.03612788766622543,-0.8242719024419785,-0.8603997901082039,0.8603997901082039
6,28033,83,2.75,8096,circular and then attraction collision,3fd185a3-34a1-4f1a-9d01-aee3deee3988,6,0.03563026338815689,0.8954728841781616,0.0688968077301979,0.033266544342041016,-0.8265760764479637,-0.8598426207900047,0.8598426207900047
4,28095,60,2.75,8057,slow clash and rebounding,88ff8e25-5b4f-453c-add2-298ef66c683c,4,0.03939300402998924,0.8308563828468323,0.12975062429904938,0.09035762026906013,-0.7011057585477829,-0.791463378816843,0.791463378816843
2,28065,29,2.75,8057,seemed to be kind of mirroring one another and bumping into each other,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,2,0.03955487534403801,0.8372445702552795,0.12320061028003693,0.08364573493599892,-0.7140439599752426,-0.7976896949112415,0.7976896949112415
4,28013,42,2.75,8208,the dots moved to the left of the screen and collided with each other x2,215ead11-5650-429d-b541-0b107fbb996a,4,0.04347243160009384,0.9108846187591553,0.045642755925655365,0.0021703243255615234,-0.8652418628334999,-0.8674121871590614,0.8674121871590614
3,28048,89,2.75,8263,The dots slowly hit each other twice,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,3,0.043898504227399826,0.835223376750946,0.12087798118591309,0.07697947695851326,-0.714345395565033,-0.7913248725235462,0.7913248725235462
0,28068,27,2.75,8007,Circled round each other and bumping into each other 2 times,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,0,0.043926648795604706,0.8575415015220642,0.0985318273305893,0.05460517853498459,-0.7590096741914749,-0.8136148527264595,0.8136148527264595
5,28020,49,2.75,7998,slow random movement before coming together,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,5,0.04648369550704956,0.8735226988792419,0.07999368011951447,0.033509984612464905,-0.7935290187597275,-0.8270390033721924,0.8270390033721924
4,28082,44,2.75,8095,mirroring each other,0bad25fa-4a38-4561-9d35-56f1108797cd,4,0.04871927201747894,0.904990017414093,0.0462907999753952,-0.0024284720420837402,-0.8586992174386978,-0.8562707453966141,0.8562707453966141
3,28056,4,2.75,8187,Dancing around,42a6675b-868f-488d-a671-17a04c97ab01,3,0.05261493846774101,0.7061529159545898,0.24123208224773407,0.18861714377999306,-0.4649208337068558,-0.6535379774868488,0.6535379774868488
4,28047,95,2.75,8163,"Dots moved around then black one started moving towards grey closer and then they hit each other, then grey one started moving towards black one and they hit each other.",cc654364-6ba7-42d1-b98c-c44f96b2e4e4,4,0.05262695625424385,0.9204630851745605,0.026910006999969482,-0.02571694925427437,-0.8935530781745911,-0.8678361289203167,0.8678361289203167
1,28067,32,2.75,8132,The dots move similarly but unpredictably and then touched,46c1720a-0af5-44e9-b008-09b89ef78bd9,1,0.05298143997788429,0.9090891480445862,0.03792928159236908,-0.015052158385515213,-0.8711598664522171,-0.8561077080667019,0.8561077080667019
2,28063,16,2.75,9503,Attract and then part,46c1720a-0af5-44e9-b008-09b89ef78bd9,2,0.05405104160308838,0.8661256432533264,0.07982330769300461,0.02577226608991623,-0.7863023355603218,-0.812074601650238,0.812074601650238
4,28012,42,2.75,8083,The black dot pushed the grey dot to the edge,215ead11-5650-429d-b541-0b107fbb996a,4,0.05504152178764343,0.902742326259613,0.04221603646874428,-0.012825485318899155,-0.8605262897908688,-0.8477008044719696,0.8477008044719696
5,28025,63,2.75,8131,dots gently drifted towards each other to the point of colliding and then would drift away from each other,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.055860333144664764,0.8845992684364319,0.059540245682001114,0.0036799125373363495,-0.8250590227544308,-0.8287389352917671,0.8287389352917671
4,28045,97,2.75,8179,they keep following each other,46c1720a-0af5-44e9-b008-09b89ef78bd9,4,0.057284265756607056,0.8899975419044495,0.052718132734298706,-0.00456613302230835,-0.8372794091701508,-0.8327132761478424,0.8327132761478424
1,28083,46,2.75,8122,they were attracted to each other,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,1,0.05745367705821991,0.7492468953132629,0.19329933822155,0.13584566116333008,-0.555947557091713,-0.691793218255043,0.691793218255043
0,28051,4,2.75,8286,collision between dots,42a6675b-868f-488d-a671-17a04c97ab01,0,0.057976264506578445,0.8283039927482605,0.11371985822916031,0.05574359372258186,-0.7145841345191002,-0.770327728241682,0.770327728241682
0,28074,38,2.75,8106,kiss and makeup,112b96b3-6518-4053-ad9f-ff77320acc23,0,0.05839256942272186,0.5712602138519287,0.370347261428833,0.31195469200611115,-0.2009129524230957,-0.5128676444292068,0.5128676444292068
4,28100,66,2.75,8105,the animations moved collided at the bottom of the box,c496efe1-6c3e-480d-856f-af132dbe7048,4,0.060125816613435745,0.893515944480896,0.046358246356248856,-0.01376757025718689,-0.8471576981246471,-0.8333901278674603,0.8333901278674603
2,28039,90,2.75,8011,The two dots clashed twice,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,2,0.0610874705016613,0.8667232394218445,0.07218929380178452,0.011101823300123215,-0.79453394562006,-0.8056357689201832,0.8056357689201832
2,28091,54,2.75,8059,fighting,46c1720a-0af5-44e9-b008-09b89ef78bd9,2,0.061159271746873856,0.3902158737182617,0.5486249327659607,0.48746566101908684,0.15840905904769897,-0.32905660197138786,0.32905660197138786
5,28037,77,2.75,8183,The dots moved slowly apart then together,8dc79a0d-b826-4ac2-8483-04346b06960d,5,0.06286882609128952,0.8709114193916321,0.06621965020895004,0.0033508241176605225,-0.804691769182682,-0.8080425933003426,0.8080425933003426
5,28099,63,2.75,9951,Dots moved slong the same line and collided periodically,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.06719359010457993,0.8820196390151978,0.05078684911131859,-0.016406740993261337,-0.8312327899038792,-0.8148260489106178,0.8148260489106178
0,28024,65,2.75,7952,they moved around and bounced into eachother twice,8fa1d226-bf98-4c72-8961-7121546d4a11,0,0.06808210909366608,0.8593098521232605,0.07260803133249283,0.004525922238826752,-0.7867018207907677,-0.7912277430295944,0.7912277430295944
4,28011,40,2.75,8112,slowly collided twice,42a6675b-868f-488d-a671-17a04c97ab01,4,0.07163648307323456,0.7757861614227295,0.15257735550403595,0.08094087243080139,-0.6232088059186935,-0.7041496783494949,0.7041496783494949
4,28026,64,2.75,8098,"mover around, touched each other twice",d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.07219347357749939,0.8107611536979675,0.11704546213150024,0.044851988554000854,-0.6937156915664673,-0.7385676801204681,0.7385676801204681
4,28096,59,2.75,8127,"Both dots moves slowly and randomly afterwards collide in a slow fashion, this happened twice. ",c496efe1-6c3e-480d-856f-af132dbe7048,4,0.0796288326382637,0.8789451122283936,0.041426025331020355,-0.03820280730724335,-0.8375190868973732,-0.7993162795901299,0.7993162795901299
3,28072,21,2.75,7997,linked,0bad25fa-4a38-4561-9d35-56f1108797cd,3,0.0799574926495552,0.7363109588623047,0.1837315708398819,0.10377407819032669,-0.5525793880224228,-0.6563534662127495,0.6563534662127495
0,28034,81,2.75,8148,The black dot seemed to be drawn to the grey dot and bounced off it,59df47e5-696a-407f-aa33-94dab9b3e492,0,0.07997790724039078,0.8837683796882629,0.03625377267599106,-0.04372413456439972,-0.8475146070122719,-0.8037904724478722,0.8037904724478722
6,28006,36,2.75,9635,Slowly bounced,4a2adf87-0f15-4bc0-9837-899addfb179c,6,0.08043321967124939,0.712751030921936,0.2068156749010086,0.12638245522975922,-0.5059353560209274,-0.6323178112506866,0.6323178112506866
5,28014,45,2.75,8084,the two dots hit eachother but in a soft way,88ff8e25-5b4f-453c-add2-298ef66c683c,5,0.08115437626838684,0.6295691132545471,0.2892765402793884,0.2081221640110016,-0.3402925729751587,-0.5484147369861603,0.5484147369861603
5,28032,73,2.75,8066,gray one slowly moved away in between collisions,215ead11-5650-429d-b541-0b107fbb996a,5,0.08171721547842026,0.884141206741333,0.03414148464798927,-0.047575730830430984,-0.8499997220933437,-0.8024239912629128,0.8024239912629128
4,28066,25,2.75,8094,"The dots moved slowly away from each other, came back and slowly hit each other",42a6675b-868f-488d-a671-17a04c97ab01,4,0.08207421749830246,0.876714825630188,0.041210878640413284,-0.040863338857889175,-0.8355039469897747,-0.7946406081318855,0.7946406081318855
2,28060,19,2.75,8182,bounced off each other twice,c49bbdbd-6e52-4da5-887c-72db9cec7d93,2,0.08264303207397461,0.8073428273200989,0.11001414060592651,0.027371108531951904,-0.6973286867141724,-0.7246997952461243,0.7246997952461243
5,28004,32,2.75,8079,swirling around and bouncing off each other,46c1720a-0af5-44e9-b008-09b89ef78bd9,5,0.08452314883470535,0.7514655590057373,0.16401122510433197,0.07948807626962662,-0.5874543339014053,-0.666942410171032,0.666942410171032
5,28064,17,2.75,8191,They clashed twice,112b96b3-6518-4053-ad9f-ff77320acc23,5,0.08528823405504227,0.8486137986183167,0.06609796732664108,-0.019190266728401184,-0.7825158312916756,-0.7633255645632744,0.7633255645632744
5,28102,67,2.75,8166,The black dot chased the grey dot and hit it twice,46c1720a-0af5-44e9-b008-09b89ef78bd9,5,0.08596574515104294,0.8349571824073792,0.07907711714506149,-0.006888628005981445,-0.7558800652623177,-0.7489914372563362,0.7489914372563362
5,28097,58,2.75,8355,the black dot hit the other dot,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5,0.08706402033567429,0.873170793056488,0.0397651307284832,-0.047298889607191086,-0.8334056623280048,-0.7861067727208138,0.7861067727208138
2,28018,47,2.75,8039,The dots moved slower and moved together & then apart twice.,8dc79a0d-b826-4ac2-8483-04346b06960d,2,0.09649012982845306,0.872543215751648,0.030966605991125107,-0.06552352383732796,-0.8415766097605228,-0.7760530859231949,0.7760530859231949
5,28043,99,2.75,8051,magnetic,42a6675b-868f-488d-a671-17a04c97ab01,5,0.09873352199792862,0.5886138081550598,0.31265270709991455,0.21391918510198593,-0.27596110105514526,-0.4898802861571312,0.4898802861571312
0,28031,80,2.75,8010,touched,c496efe1-6c3e-480d-856f-af132dbe7048,0,0.10208825767040253,0.6676800847053528,0.2302316427230835,0.12814338505268097,-0.4374484419822693,-0.5655918270349503,0.5655918270349503
5,28016,51,2.75,8046,rotating,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.10327722877264023,0.7481102347373962,0.14861257374286652,0.04533534497022629,-0.5994976609945297,-0.644833005964756,0.644833005964756
0,28010,39,2.75,8108,collision,32110051-52cf-4952-a6e5-4c5fe75760b7,0,0.10679610073566437,0.7709386348724365,0.12226526439189911,0.015469163656234741,-0.6486733704805374,-0.6641425341367722,0.6641425341367722
4,28062,27,2.75,8045,bumps,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,4,0.11154454201459885,0.5950409173965454,0.2934146225452423,0.18187008053064346,-0.3016262948513031,-0.48349637538194656,0.48349637538194656
5,28057,14,2.75,8023,collided,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.11279021948575974,0.77171391248703,0.11549578607082367,0.0027055665850639343,-0.6562181264162064,-0.6589236930012703,0.6589236930012703
5,28021,58,2.75,8200,The dots collided into eachother.,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5,0.11441635340452194,0.8425732851028442,0.04301029071211815,-0.0714060626924038,-0.7995629943907261,-0.7281569316983223,0.7281569316983223
4,28027,71,2.75,8407,Dots bumped eachother from opposite ends of box,42a6675b-868f-488d-a671-17a04c97ab01,4,0.115994893014431,0.8199765682220459,0.0640285387635231,-0.0519663542509079,-0.7559480294585228,-0.7039816752076149,0.7039816752076149
5,28023,66,2.75,7963,they very slowly attracted then repelled,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.11882144212722778,0.8327701091766357,0.04840841144323349,-0.0704130306839943,-0.7843616977334023,-0.713948667049408,0.713948667049408
2,28015,46,2.75,8293,the dots bounced off one another,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,2,0.12471463531255722,0.8172211050987244,0.05806417018175125,-0.06665046513080597,-0.7591569349169731,-0.6925064697861671,0.6925064697861671
2,28041,85,2.75,9457,reaching,112b96b3-6518-4053-ad9f-ff77320acc23,2,0.13444223999977112,0.5736017227172852,0.2919561564922333,0.15751391649246216,-0.2816455662250519,-0.43915948271751404,0.43915948271751404
5,28085,51,2.75,8123,gentle collision,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.14901110529899597,0.7720891237258911,0.07889986038208008,-0.0701112449169159,-0.693189263343811,-0.6230780184268951,0.6230780184268951
5,28001,25,2.75,8075,"When the grey dot started to sink, the black dot rushed in to grab it",42a6675b-868f-488d-a671-17a04c97ab01,5,0.15824684500694275,0.8010182976722717,0.040734875947237015,-0.11751196905970573,-0.7602834217250347,-0.642771452665329,0.642771452665329
5,28022,59,2.75,8036,The dots moving normally and in some moment they were fighting.,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.16364087164402008,0.7993266582489014,0.0370323620736599,-0.12660850957036018,-0.7622942961752415,-0.6356857866048813,0.6356857866048813
4,28009,41,2.75,8066,bustling,59df47e5-696a-407f-aa33-94dab9b3e492,4,0.1699148565530777,0.4730157256126404,0.35706934332847595,0.18715448677539825,-0.11594638228416443,-0.3031008690595627,0.3031008690595627
4,28079,23,2.75,8051,pattern,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.17514775693416595,0.5967383980751038,0.22811371088027954,0.052965953946113586,-0.3686246871948242,-0.4215906411409378,0.4215906411409378
5,28071,33,2.75,8084,soft bounce,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.17618222534656525,0.6939579248428345,0.1298600137233734,-0.046322211623191833,-0.5640979111194611,-0.5177756994962692,0.5177756994962692
3,28040,92,2.75,8037,bumped into each other,32110051-52cf-4952-a6e5-4c5fe75760b7,3,0.17633499205112457,0.7104159593582153,0.11324890702962875,-0.06308608502149582,-0.5971670523285866,-0.5340809673070908,0.5340809673070908
0,28005,35,2.75,8133,colliding then pushing apart,8dc79a0d-b826-4ac2-8483-04346b06960d,0,0.1780434101819992,0.7870376110076904,0.03491900861263275,-0.14312440156936646,-0.7521186023950577,-0.6089942008256912,0.6089942008256912
0,28036,76,2.75,7954,bumped,94eac034-9d70-40c0-89d4-d9a030a03d26,0,0.1797160655260086,0.6197268962860107,0.2005571573972702,0.020841091871261597,-0.41916973888874054,-0.44001083076000214,0.44001083076000214
4,28038,86,2.75,8135,They were hitting each other but slower this time.,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,4,0.19352030754089355,0.7452403903007507,0.06123925372958183,-0.13228105381131172,-0.6840011365711689,-0.5517200827598572,0.5517200827598572
0,28073,35,2.75,8022,"the two dotsmoved similar to each other, and clashed with each other",8dc79a0d-b826-4ac2-8483-04346b06960d,0,0.19527097046375275,0.77987140417099,0.024857699871063232,-0.17041327059268951,-0.7550137042999268,-0.5846004337072372,0.5846004337072372
6,28000,26,2.75,8116,The dots bounced off each other,88ff8e25-5b4f-453c-add2-298ef66c683c,6,0.21733544766902924,0.7386810183525085,0.04398351162672043,-0.1733519360423088,-0.6946975067257881,-0.5213455706834793,0.5213455706834793
4,28044,96,2.75,8062,dots collide more frequently,8dc79a0d-b826-4ac2-8483-04346b06960d,4,0.2361823469400406,0.6964650750160217,0.0673525482416153,-0.1688297986984253,-0.6291125267744064,-0.46028272807598114,0.46028272807598114
4,28088,52,2.75,8224,the dots speed has reduce anger has reduce.,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,4,0.24511712789535522,0.644297182559967,0.11058568209409714,-0.1345314458012581,-0.5337115004658699,-0.3991800546646118,0.3991800546646118
3,28053,3,2.75,8035,Slow collisions,8dc79a0d-b826-4ac2-8483-04346b06960d,3,0.24550871551036835,0.6452893614768982,0.10920196771621704,-0.1363067477941513,-0.5360873937606812,-0.39978064596652985,0.39978064596652985
6,28101,65,2.75,8118,the dot punching,8fa1d226-bf98-4c72-8961-7121546d4a11,6,0.2479710429906845,0.678337574005127,0.07369136810302734,-0.17427967488765717,-0.6046462059020996,-0.43036653101444244,0.43036653101444244
2,28054,8,2.75,8029,short,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,2,0.2512389123439789,0.5812139511108398,0.16754715144634247,-0.08369176089763641,-0.4136667996644974,-0.32997503876686096,0.32997503876686096
4,28090,49,2.75,8247,attraction,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.26045894622802734,0.6830507516860962,0.05649030953645706,-0.20396863669157028,-0.6265604421496391,-0.42259180545806885,0.42259180545806885
0,28087,48,2.75,7961,The dots collided with each other from time to time and then they would distance themselves from each other and then crash and bounce away,32110051-52cf-4952-a6e5-4c5fe75760b7,0,0.26087087392807007,0.7180206775665283,0.021108556538820267,-0.2397623173892498,-0.696912121027708,-0.45714980363845825,0.45714980363845825
1,28017,48,2.75,8005,slow head-on collisions,32110051-52cf-4952-a6e5-4c5fe75760b7,1,0.2646685540676117,0.6607127785682678,0.07461866736412048,-0.1900498867034912,-0.5860941112041473,-0.39604422450065613,0.39604422450065613
2,28093,56,2.75,7967,random movements then crashing into eachother,94eac034-9d70-40c0-89d4-d9a030a03d26,2,0.2678090035915375,0.6982551217079163,0.033935967832803726,-0.23387303575873375,-0.6643191538751125,-0.4304461181163788,0.4304461181163788
2,28002,28,2.75,8320,slowly hit each other,94eac034-9d70-40c0-89d4-d9a030a03d26,2,0.27976271510124207,0.6374225616455078,0.08281472325325012,-0.19694799184799194,-0.5546078383922577,-0.35765984654426575,0.35765984654426575
4,28061,19,2.75,8055,Slowly hit each other,c49bbdbd-6e52-4da5-887c-72db9cec7d93,4,0.27976271510124207,0.6374225616455078,0.08281472325325012,-0.19694799184799194,-0.5546078383922577,-0.35765984654426575,0.35765984654426575
3,28084,47,2.75,9022,"they both moved far apart, collided, separated far again and collided again",8dc79a0d-b826-4ac2-8483-04346b06960d,3,0.31077662110328674,0.6591469645500183,0.030076369643211365,-0.2807002514600754,-0.629070594906807,-0.34837034344673157,0.34837034344673157
1,28075,30,2.75,8213,they came together and separated,215ead11-5650-429d-b541-0b107fbb996a,1,0.3290228247642517,0.6522557139396667,0.018721455708146095,-0.3103013690561056,-0.6335342582315207,-0.32323288917541504,0.32323288917541504
1,28069,35,2.75,8147,crashed together,8dc79a0d-b826-4ac2-8483-04346b06960d,1,0.3420826196670532,0.5890926718711853,0.06882468611001968,-0.27325793355703354,-0.5202679857611656,-0.24701005220413208,0.24701005220413208
1,28049,88,2.75,8366,The grey dot and black dot opposite each other hit themselves twice ,4a2adf87-0f15-4bc0-9837-899addfb179c,1,0.4188639223575592,0.5377052426338196,0.04343080148100853,-0.3754331208765507,-0.49427444115281105,-0.11884132027626038,0.11884132027626038
5,28035,84,2.75,8093,lazy hit,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,5,0.48875299096107483,0.4331096410751343,0.07813730090856552,-0.4106156900525093,-0.35497234016656876,0.05564334988594055,-0.05564334988594055
0,28086,50,2.75,8192,they hit themselves,8fa1d226-bf98-4c72-8961-7121546d4a11,0,0.5695365071296692,0.3947286903858185,0.035734716802835464,-0.5338017903268337,-0.358993973582983,0.1748078167438507,-0.1748078167438507
4,28070,26,4.0,8106,The dots hovered around the centre and then collided gently twice.,50781782-fbf2-4226-a593-5173be906638,4,0.0062295920215547085,0.8798925876617432,0.1138777807354927,0.107648188713938,-0.7660148069262505,-0.8736629956401885,0.8736629956401885
6,28059,80,4.0,8123,The dots were floating in the center of the box and they moved slowly away from each other before heading towards each other to make contact. After making contact the first time they moved slowly toward the top of the box and away from each other before moving towards each other to make contact the second time.,114b2369-dce5-4979-8319-c64c85175e6a,6,0.007278107106685638,0.9207339882850647,0.07198784500360489,0.06470973789691925,-0.8487461432814598,-0.9134558811783791,0.9134558811783791
6,28081,43,4.0,8078,the dots are meeting ,70326c05-1133-4c5d-8a4c-3e71e0da8479,6,0.008796308189630508,0.8281903266906738,0.16301356256008148,0.15421725437045097,-0.6651767641305923,-0.8193940185010433,0.8193940185010433
0,28072,21,4.0,7987,getting together and bouncing away,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,0,0.010981081053614616,0.38847053050994873,0.600548505783081,0.5895674247294664,0.21207797527313232,-0.3774894494563341,0.3774894494563341
0,28094,57,4.0,8023,They contacted with each other two times,114b2369-dce5-4979-8319-c64c85175e6a,0,0.012648383155465126,0.8954235911369324,0.09192798286676407,0.07927959971129894,-0.8034956082701683,-0.8827752079814672,0.8827752079814672
5,28087,48,4.0,8048,"It was a gentle interaction with each other, the dots bounced around after having interacted",50781782-fbf2-4226-a593-5173be906638,5,0.014901071786880493,0.6374605894088745,0.347638338804245,0.3327372670173645,-0.2898222506046295,-0.622559517621994,0.622559517621994
2,28069,35,4.0,8137,followed one another,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.016180289909243584,0.7186668515205383,0.2651527225971222,0.2489724326878786,-0.45351412892341614,-0.7024865616112947,0.7024865616112947
4,28037,77,4.0,8129,The dots moved slowly apart and a bit faster together,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,4,0.01637987233698368,0.9073963761329651,0.07622375339269638,0.0598438810557127,-0.8311726227402687,-0.8910165037959814,0.8910165037959814
1,28030,74,4.0,8023,bashed together twice,1a1c3419-9320-46a3-8b48-10e9514c3e7d,1,0.017577655613422394,0.8524284362792969,0.12999384105205536,0.11241618543863297,-0.7224345952272415,-0.8348507806658745,0.8348507806658745
2,28097,58,4.0,8341,they came in contact slowly,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,2,0.017816048115491867,0.888997495174408,0.09318646043539047,0.0753704123198986,-0.7958110347390175,-0.8711814470589161,0.8711814470589161
4,28021,58,4.0,8255,the dots moved in a circular motion before hitting into eachother.,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,4,0.01801050826907158,0.9200409650802612,0.061948567628860474,0.043938059359788895,-0.8580923974514008,-0.9020304568111897,0.9020304568111897
2,28019,52,4.0,8042,"They black dot swept towards the grey, they grey redirected and they collided. They then went separate ways before the grey swept towards the black, the black redirected and they collided",83dec58f-0765-4ddc-b785-670d8025c467,2,0.019043544307351112,0.918491005897522,0.062465403228998184,0.04342185892164707,-0.8560256026685238,-0.8994474615901709,0.8994474615901709
3,28015,46,4.0,8266,the dots kept being drawn to one another but they each made the first move the two different times,7413c064-c0e5-4104-89aa-79d64ef9d6d9,3,0.01958557590842247,0.9250432848930359,0.055370938032865524,0.035785362124443054,-0.8696723468601704,-0.9054577089846134,0.9054577089846134
4,28048,89,4.0,8252,The two dot meet each other,70326c05-1133-4c5d-8a4c-3e71e0da8479,4,0.021700654178857803,0.8220050930976868,0.15629427134990692,0.13459361717104912,-0.6657108217477798,-0.800304438918829,0.800304438918829
5,28007,33,4.0,7709,Moving around slowly and accelerated into each other twice. Alternated which dot accelerated first each time,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,5,0.022736473008990288,0.9200104475021362,0.05725303664803505,0.03451656363904476,-0.8627574108541012,-0.8972739744931459,0.8972739744931459
4,28018,47,4.0,8070,The dots moved in their own space & then joined together & then moved apart. This occured twice.,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,4,0.023417647927999496,0.9391179084777832,0.03746442869305611,0.01404678076505661,-0.9016534797847271,-0.9157002605497837,0.9157002605497837
4,28001,25,4.0,8047,"The black dot went straight towards the grey dot, while the grey dot sort of moved away at first then came back together",70326c05-1133-4c5d-8a4c-3e71e0da8479,4,0.02453831396996975,0.9495947957038879,0.02586684376001358,0.0013285297900438309,-0.9237279519438744,-0.9250564817339182,0.9250564817339182
2,28047,95,4.0,8192,"Both dots move around and then slowly moved closer to each other and when got too close they hit each other, this happened twice.",a0007ede-8266-4a38-bf86-2a3e66d5d5d4,2,0.024953514337539673,0.9125438928604126,0.06250262260437012,0.037549108266830444,-0.8500412702560425,-0.8875903785228729,0.8875903785228729
2,28033,83,4.0,8072,drift and then attraction bounce,48fe3ca9-b1df-491d-bef9-6d9c5edee227,2,0.025875234976410866,0.8676477074623108,0.10647721588611603,0.08060198090970516,-0.7611704915761948,-0.8417724724858999,0.8417724724858999
4,28089,53,4.0,8081,Grey on the offensive in attacking. Circular movements,9f53cd68-f278-45d6-806a-74eeef55bbcc,4,0.029477642849087715,0.844515323638916,0.12600697576999664,0.09652933292090893,-0.7185083478689194,-0.8150376807898283,0.8150376807898283
