,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
108,30022,90.0,1.0,100.0,,4402.5,1.0,0.0,100.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
109,30022,120.0,1.0,0.0,,4826.0,0.0,0.0,0.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
110,30022,150.0,1.0,0.0,,5043.5,1.0,0.0,0.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
111,30022,180.0,1.0,0.0,,5701.5,0.0,0.0,0.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
112,30024,0.0,1.0,94.0,,3409.5,1.0,9.0,85.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
113,30024,30.0,1.0,91.0,,4089.0,1.0,9.0,82.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
114,30024,60.0,1.0,94.5,,4116.0,1.0,9.0,85.5,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
115,30024,90.0,1.0,71.0,,3609.5,1.0,9.0,62.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
116,30024,120.0,1.0,9.0,,3498.5,0.0,9.0,0.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
117,30024,150.0,1.0,5.0,,3421.0,1.0,9.0,-4.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
118,30024,180.0,1.0,9.0,,4162.0,1.0,9.0,0.0,8.0,10.0,10.0,23.0,3.0,20.0,3.0,24.0,48.0,46.0,49.0,51.0,40.0,10.0
119,30027,0.0,1.0,99.5,,1721.5,1.0,21.0,78.5,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
